Name,Method,File,Student,Question,Result,Time,Index,Gold_Wrong,Total_Answered,Gender,Age,Education,Relationship,Department,Crowdsourcing_Knowledge,Crowdsourcing_Use
;021253621=0140?,Umati,/7_4.png:norm,7,4,1,1301707127.84,60,0,65,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;021253621=0140?,Umati,/5_4.png:norm,5,4,0,1301707136.57,61,0,65,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;021253621=0140?,Umati,/3_4.png:norm,3,4,4,1301707140.89,62,0,65,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;021253621=0140?,Umati,/1_4.png:norm,1,4,4,1301707146.68,63,0,65,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;021253621=0140?,Umati,/6_4.png:norm,6,4,4,1301707159.33,64,0,65,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,9_12.png:gold,9,12,4,1301343987.66,0,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,7_12.png:norm,7,12,0,1301344023.34,1,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,6_12.png:norm,6,12,4,1301344029.66,2,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,5_12.png:norm,5,12,0,1301344032.31,3,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,4_12.png:norm,4,12,0,1301344035.28,4,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,8_12.png:norm,8,12,0,1301344047.11,5,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/9_6.png:gold,9,6,4,1301344054.31,6,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/5_6.png:norm,5,6,0,1301344057.9,7,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/2_6.png:norm,2,6,0,1301344059.9,8,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/4_6.png:norm,4,6,0,1301344069.87,9,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/8_6.png:norm,8,6,4,1301344072.79,10,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/7_6.png:norm,7,6,4,1301344078.34,11,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/6_6.png:norm,6,6,4,1301344080.63,12,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/1_6.png:norm,1,6,4,1301344088.03,13,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/3_6.png:norm,3,6,4,1301344091.05,14,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/9_2.png:gold,9,2,4,1301362601.47,15,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/4_2.png:norm,4,2,0,1301362627.3,16,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/8_2.png:norm,8,2,4,1301362634.88,17,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/1_2.png:norm,1,2,0,1301362659.64,18,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/2_2.png:norm,2,2,4,1301362664.03,19,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/7_2.png:norm,7,2,2,1301362673.75,20,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/5_2.png:norm,5,2,4,1301362688.01,21,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/6_2.png:norm,6,2,2,1301362693.89,22,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/3_2.png:norm,3,2,4,1301362714.35,23,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/9_5.png:gold,9,5,4,1301362727.11,24,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/5_5.png:norm,5,5,0,1301362736.41,25,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/8_5.png:norm,8,5,4,1301362739.61,26,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/4_5.png:norm,4,5,4,1301362742.08,27,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/7_5.png:norm,7,5,4,1301362798.99,28,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/2_5.png:norm,2,5,4,1301362801.98,29,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/6_5.png:norm,6,5,0,1301362807.28,30,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/1_5.png:norm,1,5,0,1301362811.65,31,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/3_5.png:norm,3,5,4,1301362814.27,32,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/9_8.png:gold,9,8,4,1301362824.38,33,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/7_8.png:norm,7,8,0,1301362828.7,34,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/1_8.png:norm,1,8,0,1301362833.26,35,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,/2_8.png:norm,2,8,0,1301362837.24,36,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,9_14.png:norm,9,14,0,1301608312.15,37,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,9_11.png:gold,9,11,4,1301608344.25,38,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,8_11.png:norm,8,11,0,1301608347.2,39,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,6_11.png:norm,6,11,4,1301608348.94,40,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,7_11.png:norm,7,11,4,1301608351.43,41,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,4_11.png:norm,4,11,0,1301608353.94,42,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,5_11.png:norm,5,11,4,1301608356.21,43,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,5_14.png:norm,5,14,0,1301608360.22,44,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020969163=0140?,Umati,2_14.png:norm,2,14,0,1301608363.17,45,0,47,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020134126=0140?,Umati,/9_4.png:gold,9,4,2,1301533233.33,0,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/6_4.png:norm,6,4,3,1301533270.26,1,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/3_4.png:norm,3,4,3,1301533288.88,2,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/5_4.png:norm,5,4,0,1301533293.54,3,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/1_4.png:norm,1,4,1,1301533302.34,4,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/2_4.png:norm,2,4,0,1301533317.01,5,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/9_8.png:gold,9,8,4,1301533368.87,6,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/6_8.png:norm,6,8,2,1301533380.35,7,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/9_1.png:gold,9,1,4,1301533411.89,8,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/8_1.png:norm,8,1,4,1301533423.11,9,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/5_1.png:norm,5,1,0,1301533433.73,10,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;020134126=0140?,Umati,/3_1.png:norm,3,1,0,1301533438.49,11,1,12,Female,18-20,High School,Undergraduate Student,CS,No,No
;021472385=0140?,Umati,9_12.png:gold,9,12,3,1301429290.05,0,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,6_12.png:norm,6,12,4,1301429305.61,1,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,5_12.png:norm,5,12,4,1301429315.4,2,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,4_12.png:norm,4,12,3,1301429320.36,3,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,7_12.png:norm,7,12,3,1301429338.05,4,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,8_12.png:norm,8,12,2,1301429345.33,5,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,9_13.png:gold,9,13,4,1301429378.46,6,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,7_13.png:norm,7,13,1,1301429387.94,7,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,4_13.png:norm,4,13,0,1301429393.11,8,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,6_13.png:norm,6,13,2,1301429397.84,9,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,8_13.png:norm,8,13,3,1301429405.73,10,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,5_13.png:norm,5,13,3,1301429418.99,11,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,/9_4.png:gold,9,4,4,1301429445.53,12,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,/6_4.png:norm,6,4,3,1301429455.71,13,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,/1_4.png:norm,1,4,3,1301429464.79,14,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;021472385=0140?,Umati,/9_5.png:gold,9,5,4,1301474417.95,15,1,16,Other,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;019411705=1140?,Umati,9_11.png:gold,9,11,4,1301591919.6,0,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,6_11.png:norm,6,11,4,1301591928.66,1,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,5_11.png:norm,5,11,4,1301591974.47,2,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,7_11.png:norm,7,11,4,1301591999.25,3,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,4_11.png:norm,4,11,0,1301592004.83,4,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,8_11.png:norm,8,11,0,1301592008.09,5,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/9_2.png:gold,9,2,4,1301592037.82,6,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/5_2.png:norm,5,2,0,1301592039.31,7,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/3_2.png:norm,3,2,4,1301592061.28,8,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/4_2.png:norm,4,2,0,1301592068.12,9,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/8_2.png:norm,8,2,4,1301592081.14,10,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/1_2.png:norm,1,2,0,1301592087.47,11,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/2_2.png:norm,2,2,4,1301592095.89,12,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/7_2.png:norm,7,2,4,1301592110.77,13,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/6_2.png:norm,6,2,0,1301592116.73,14,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/9_6.png:gold,9,6,4,1301592235.64,15,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/5_6.png:norm,5,6,0,1301592239.18,16,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/6_6.png:norm,6,6,4,1301592241.72,17,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/1_6.png:norm,1,6,0,1301592251.94,18,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/8_6.png:norm,8,6,4,1301592253.87,19,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/2_6.png:norm,2,6,0,1301592256.53,20,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/3_6.png:norm,3,6,4,1301592258.48,21,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/7_6.png:norm,7,6,4,1301592262.3,22,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;019411705=1140?,Umati,/4_6.png:norm,4,6,0,1301592268.21,23,0,25,Male,21-24,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/9_3.png:gold,9,3,4,1301622663.95,0,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/5_3.png:norm,5,3,1,1301622685.13,1,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/6_3.png:norm,6,3,4,1301622695.88,2,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/1_3.png:norm,1,3,3,1301622702.45,3,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/8_3.png:norm,8,3,2,1301622706.95,4,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/7_3.png:norm,7,3,1,1301622722.3,5,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/2_3.png:norm,2,3,0,1301622727.33,6,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;021933224=0140?,Umati,/3_3.png:norm,3,3,0,1301622730.14,7,0,8,Male,18-20,High School,Undergraduate Student,CS,No,No
;017632374=1140?,Umati,9_11.png:gold,9,11,4,1301432501.09,0,0,5,Male,21-24,Bachelors,Graduate Student,CS,Yes,No
;017632374=1140?,Umati,6_11.png:norm,6,11,4,1301432512.42,1,0,5,Male,21-24,Bachelors,Graduate Student,CS,Yes,No
;017632374=1140?,Umati,5_11.png:norm,5,11,4,1301432519.71,2,0,5,Male,21-24,Bachelors,Graduate Student,CS,Yes,No
;017632374=1140?,Umati,7_11.png:norm,7,11,4,1301432523.95,3,0,5,Male,21-24,Bachelors,Graduate Student,CS,Yes,No
;017632374=1140?,Umati,4_11.png:norm,4,11,0,1301432528.79,4,0,5,Male,21-24,Bachelors,Graduate Student,CS,Yes,No
;022192035=0140?,Umati,/9_5.png:gold,9,5,4,1301778456.56,0,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/7_5.png:norm,7,5,4,1301778475.98,1,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/1_5.png:norm,1,5,1,1301778508.21,2,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/8_5.png:norm,8,5,4,1301778521.41,3,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/3_5.png:norm,3,5,4,1301778532.95,4,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/5_5.png:norm,5,5,1,1301778610.88,5,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/4_5.png:norm,4,5,4,1301778617.8,6,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/2_5.png:norm,2,5,4,1301778624.64,7,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;022192035=0140?,Umati,/6_5.png:norm,6,5,0,1301778636.09,8,0,9,Male,21-24,High School,Undergraduate Student,CS,Yes,Completed tasks
;019603435=0140?,Umati,/9_6.png:gold,9,6,4,1301083588.77,0,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/7_6.png:norm,7,6,0,1301083599.17,1,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/5_6.png:norm,5,6,0,1301083601.82,2,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/4_6.png:norm,4,6,0,1301083605.53,3,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/2_6.png:norm,2,6,0,1301083607.86,4,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/6_6.png:norm,6,6,4,1301083610.8,5,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/3_6.png:norm,3,6,4,1301083613.01,6,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/8_6.png:norm,8,6,4,1301083615.19,7,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/1_6.png:norm,1,6,2,1301083620.25,8,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/9_3.png:gold,9,3,4,1301083630.31,9,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/1_3.png:norm,1,3,2,1301083634.79,10,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/3_3.png:norm,3,3,1,1301083640.71,11,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/2_3.png:norm,2,3,1,1301083646.84,12,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/6_3.png:norm,6,3,4,1301083651.82,13,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/7_3.png:norm,7,3,1,1301083659.24,14,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/8_3.png:norm,8,3,3,1301083664.69,15,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/5_3.png:norm,5,3,3,1301083669.98,16,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/4_3.png:norm,4,3,1,1301083673.73,17,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/9_2.png:gold,9,2,3,1301083691.8,18,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/3_2.png:norm,3,2,4,1301083704.11,19,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/7_2.png:norm,7,2,3,1301083718.66,20,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/4_2.png:norm,4,2,2,1301083727.59,21,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/1_2.png:norm,1,2,1,1301083732.85,22,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/5_2.png:norm,5,2,3,1301083739.12,23,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/6_2.png:norm,6,2,2,1301083744.08,24,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/8_2.png:norm,8,2,3,1301083755.7,25,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/2_2.png:norm,2,2,1,1301083759.88,26,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/9_8.png:gold,9,8,4,1301083771.04,27,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/4_8.png:norm,4,8,0,1301083776.63,28,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/3_8.png:norm,3,8,4,1301083782.59,29,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/5_8.png:norm,5,8,0,1301083784.93,30,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/1_8.png:norm,1,8,0,1301083786.91,31,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/2_8.png:norm,2,8,4,1301083791.9,32,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/6_8.png:norm,6,8,2,1301083795.21,33,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/7_8.png:norm,7,8,0,1301083797.05,34,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/8_8.png:norm,8,8,2,1301083803.72,35,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;019603435=0140?,Umati,/9_1.png:gold,9,1,0,1301083859.97,36,2,37,Male,22-39,Masters,Graduate Student,CS,Yes,No
;020439947=0140?,Umati,9_10.png:gold,9,10,4,1301449422.29,0,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,8_10.png:norm,8,10,0,1301449440.07,1,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,4_10.png:norm,4,10,4,1301449450.07,2,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,5_10.png:norm,5,10,4,1301449455.21,3,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,7_10.png:norm,7,10,0,1301449469.56,4,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,6_10.png:norm,6,10,4,1301449473.12,5,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,9_11.png:gold,9,11,4,1301449482.2,6,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,6_11.png:norm,6,11,4,1301449487.0,7,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,4_11.png:norm,4,11,0,1301449490.77,8,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,5_11.png:norm,5,11,4,1301449497.67,9,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,7_11.png:norm,7,11,0,1301449503.55,10,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,8_11.png:norm,8,11,0,1301449507.15,11,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/9_7.png:gold,9,7,4,1301449511.63,12,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/3_7.png:norm,3,7,4,1301449514.39,13,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/8_7.png:norm,8,7,0,1301449518.66,14,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/7_7.png:norm,7,7,4,1301449532.71,15,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/5_7.png:norm,5,7,4,1301449537.44,16,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/4_7.png:norm,4,7,0,1301449540.52,17,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020439947=0140?,Umati,/6_7.png:norm,6,7,4,1301449545.71,18,1,36,Male,21-24,High School,Undergraduate Student,CS,Yes,No
